MGH264_A01	MGH264_A02	MGH264_A03	MGH264_A04	MGH264_A05	MGH264_A06	MGH264_A07	MGH264_A08	MGH264_A10	MGH264_A11	MGH264_B01	MGH264_B02	MGH264_B03	MGH264_B04	MGH264_B05	MGH264_B06	MGH264_B10	MGH264_B11	MGH264_C01	MGH264_C03	MGH264_C04	MGH264_C05	MGH264_C08	MGH264_C12	MGH264_D01	MGH264_D02	MGH264_D03	MGH264_D04	MGH264_D05	MGH264_D08	MGH264_D09	MGH264_D10	MGH264_D12	MGH264_E01	MGH264_E03	MGH264_E05	MGH264_E06	MGH264_E08	MGH264_E10	MGH264_E12	MGH264_F01	MGH264_F02	MGH264_F03	MGH264_F04	MGH264_F07	MGH264_F09	MGH264_F10	MGH264_F12	MGH264_G01	MGH264_G02	MGH264_G03	MGH264_G04	MGH264_G06	MGH264_G08	MGH264_G09	MGH264_G10	MGH264_G11	MGH264_G12	MGH264_H01	MGH264_H02	MGH264_H03	MGH264_H04	MGH264_H08	MGH264_H10	MGH264_H12	MGH26_A02	MGH26_A03	MGH26_A05	MGH26_A07	MGH26_A08	MGH26_A09	MGH26_A12	MGH26_B01	MGH26_B02	MGH26_B05	MGH26_B06	MGH26_B10	MGH26_B12	MGH26_C01	MGH26_C03	MGH26_C05	MGH26_C12	MGH26_D01	MGH26_D03	MGH26_D06	MGH26_D07	MGH26_D08	MGH26_D10	MGH26_E02	MGH26_E04	MGH26_E05	MGH26_E06	MGH26_E07	MGH26_E08	MGH26_E10	MGH26_E12	MGH26_F02	MGH26_F05	MGH26_F08	MGH26_F09
DNAJC14	9.321066002	9.357790838	3.544923765	7.944231014	9.259374432	8.726628092	3.189773554	8.161088624	7.789022419	8.996219352	7.116024742	8.328769383	6.997202556	8.833354887	8.987391662	10.855661672	9.687338625	5.943026401	9.334228951	7.566818149	9.366191103	9.849082154	6.822633382	1.897762479	8.507300591	5.500871367	7.080687475	9.423322521	7.336094909	8.267325665	8.91004267	8.159566821	8.923396033	6.517370407	9.281913544	0.034115602	8.697683943	8.758054006	10.017474608	8.188993673	6.422939586	8.678529033	7.437394913	8.936761778	0	8.682311518	9.267778264	7.761220786	8.321172982	9.810254798	7.681040736	3.920939897	7.661861417	8.367344356	3.429043648	9.783149702	3.297647845	4.718092882	6.354264952	8.83866006	7.587882005	7.604899476	7.954723801	7.646786821	7.415890813	8.055323275	3.062258999	7.363185761	8.400572532	10.050284292	7.061355954	8.668646839	8.937655867	8.090632786	10.341004194	9.339263305	10.844912521	9.275736107	1.161057925	0	10.795624839	8.129631404	0	7.757182352	6.622848967	7.736056986	0	9.709108869	7.797559278	8.791839995	7.447460822	9.443067848	9.262987841	1.135435981	10.213095186	7.621176735	8.578964413	9.541483996	7.361213008	7.197519853
DNAJC15	5.274805844	5.925168515	0	7.185010433	5.60829402	0	0	0	0	5.685243445	0	6.252048743	0	6.018213605	0	7.588365371	0	0	5.485856496	0	1.40230849	5.916032887	6.264815335	7.386356055	6.0112986	0	0	2.424080484	7.48459403	2.603189054	6.378517191	5.131317465	0	3.343579428	7.290762246	0	7.402204789	5.970555312	5.833351743	5.647838964	0	7.985292759	0	0	0	4.603613658	0	6.138269675	6.379887231	4.600508549	3.869357385	7.637023437	5.731398679	7.838769982	5.679464621	7.37359063	0	6.26604233	0	6.041162513	8.17919015	7.591910694	0	8.524847669	0	0	0	5.855960897	0	0	7.47048474	7.364953361	3.444372193	8.251228112	2.740792433	6.045013763	5.831271709	0	5.854639536	5.860666311	0	0	0	0	0	7.736056986	0	5.754739303	7.191752315	6.373132488	6.736557518	6.648095588	0	0	5.608432151	0	0	9.651483047	0	7.416813123
DNAJC16	0	2.023209724	3.243285349	1.536796475	5.275122021	0	6.044337705	2.07085734	0	7.2711617	0	0	7.217980799	0	6.584619366	7.064421789	0	4.966287991	8.833185638	0	7.233955317	0	0	0	2.008616472	0	0	8.744676083	0	6.489204952	8.173432914	6.147527622	8.479330111	0	6.201718329	0	0	0	4.298126628	0	0	0	0	2.371070345	8.339229052	0	0	0	0	0	7.942903011	8.66964649	0	0	0	0	0	0	0	8.509235713	7.261176293	6.838086559	6.960527304	5.021713613	2.334020924	0	2.339798016	0	0	0	0	0.608941194	0	0	10.59539708	0	1.18350236	0	0	0	2.240480743	0	0	6.55295229	5.066870478	7.927855954	0	0	0	0	0	0	5.171939177	0	0	0	0	0.789848842	0	1.140648012
DNAJC18	0	0.820663307	0	1.536796474	5.409234588	0	3.189773553	9.196846448	6.580408847	1.87574787	9.123772247	0.74642831	9.184743623	1.04884263	1.955348537	0	0	0	3.778208916	2.350499667	9.281031899	8.70121846	0	5.075369102	0	5.127206842	8.039858417	2.424080483	1.116262585	0	0	1.481336766	6.365770921	0	0	3.823842997	7.523503621	4.489498953	0	1.870313489	7.994392869	6.315986893	0	0	3.471108497	7.020491703	0	0	8.086594077	1.841750211	0	5.6871794	5.731398678	6.676700893	3.902862801	0	6.362200119	0	0	9.464424698	6.167614643	0	7.221629801	2.169400049	2.466532397	6.417770751	2.660297973	0	0	0	8.161096895	0	0	8.950745721	2.740792432	0	8.505070605	1.947984668	3.740078618	1.572275896	0	0	0	8.170551755	0	4.968742605	0	7.379139859	0	0	0	0	9.455339362	1.135435981	0	0	0	0	0.864880994	4.578407797
DNAJC19	6.085615871	7.372750508	0	0	7.028082072	6.392570078	6.044337704	0	3.526311855	0	6.138700442	7.507226747	0	0	7.741326135	7.673662698	7.454371276	0	0	5.526697791	0	5.21667042	0	0	6.077395789	0	6.315627695	7.09141335	7.104735409	0	5.830260861	0	8.171344902	0	0	0	4.614255655	5.269063135	6.820644776	7.348934634	2.582159434	6.854605035	0	5.89300954	7.800684105	0	7.059970884	6.138269675	0	8.004839369	0	0	6.816378441	6.434197555	3.228804587	0	0	6.89676168	7.792352375	7.914893908	2.659093231	0	0	0	8.39443352	0	0	0	8.265764611	0	0	7.632649537	7.59822084	9.139421442	6.226833341	0	0	0	8.80501208	6.921573058	0	0	6.221594617	0	7.034222176	5.945520879	7.246361876	0	6.177262875	0	7.780168758	5.920688007	8.043722977	0	0	0	0	0	0	0
DNAJC24	6.792740158	6.674414852	3.243285349	0	0	0	0	5.413381344	0	1.652758913	0	0	0	8.340089696	0	0	0	4.966287991	0	0	1.402308489	0	8.06760598	0	4.513048611	0	0	0	1.970712385	7.940916106	4.373514379	3.759636554	6.365770921	6.777777603	5.005226268	0	0	4.798524626	7.608783999	1.219128293	6.244607498	3.437481228	0	6.210073969	4.966623301	6.745725337	0	0	0	6.775402709	4.421033928	1.595011657	0	0	0	6.961450108	7.515400821	8.169730102	0	0	0	0	0	0	0	7.272653611	0	0	0	0	0	0.623767311	0	0	0	0	0	3.259280805	0	0	0	0	8.100482192	3.265099935	9.195560801	0	0	0	0	0	6.392319256	0	0	1.135435981	2.452759876	0	6.580624273	5.036976717	0	0
DNAL1	1.799859862	0.820663307	3.268864108	1.536796474	1.643887199	1.834269999	5.066033617	0	7.31133157	8.077318361	4.89440161	6.01428035	0	7.042391115	0	0	0	0	6.903520737	2.407355194	0	1.52317361	3.454876748	0	0	6.059295287	5.550900033	0	1.970712384	0	8.229824229	0	2.402671639	3.33064464	6.710399279	1.226521385	6.826747982	1.880847864	0	1.219128293	0	7.674079275	1.579032357	0	5.02590585	7.40439961	0	8.181512497	6.877283388	2.666711945	7.236135834	3.183308381	8.360457747	5.457037172	1.260518352	1.979459532	6.220371432	3.621717037	2.851282122	8.696656144	2.683176866	4.764041073	5.673439545	4.486069512	6.566456128	3.117924008	0	9.505246386	7.588842247	0	0.670650541	0.608941194	0	9.061561045	2.7530092	0	8.275751172	1.28892999	0	1.037024068	2.240480743	0	0	0	9.113243373	5.430842644	5.274589086	0	1.851436059	0	8.726374848	0	0	1.762858539	3.276286758	0	0	0	0	0
DNALI1	0	0	0	0	6.392159214	0	0	0	0	0	0	8.574225941	6.227638891	0	7.075013417	0	6.912711681	0	7.01807069	0	6.513779814	0	0	0	0	0	0	0	2.503701319	6.010187625	0	0	2.402671639	4.816692068	0	0	8.723233448	6.647715033	0	0	0	0	0	0	0	0	7.554313553	3.652245476	0	8.965201617	0	0	3.078413017	0	3.228804588	0	0	0	9.842226304	2.940349979	0	0	0	0	0	0	7.729556265	6.398238336	0	5.483961819	0.670650541	7.303933284	0	0	0	0	0	8.502161485	0	0	0	0	0	0	5.066870479	0	0	0	0	6.691575405	0	0	0	6.929338793	0	9.136403191	0	0	4.482262652	1.140648012
DNASE2	0	2.981114816	0	0	5.227496563	0	8.027848934	4.897834052	0	0	0	7.967914683	8.534082851	4.213238658	7.731590979	4.055616427	0	4.966287992	2.389567109	0	0	0	0	0	0	0	0	7.990264884	0.663502416	0	0	8.056512182	2.402671639	3.330644641	0	0	0	0	0	6.944642117	0	2.096925624	0	0	7.663827482	0	3.1358914	0	7.892106744	8.658831268	6.948754165	3.183308382	0	0	0	0	0	8.665767761	4.296401771	8.024637203	7.026409927	0	0	0	0	0	0	0	0	0	8.283968305	0	0	1.794551243	0	0	0	1.280466943	0	0	0	0	3.525807366	1.637477768	7.034222177	0	0	0	8.180704685	0	0	1.488181101	0	0	0	8.576195246	0	0	0.864880994	0
DNER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.286318166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.091795242	0	0	0	4.798524626	0	0	0	2.096925624	0	0	0	0	0	0	0	0	0	0	3.990382672	5.599486117	0	0	0	0	0	8.553853122	0	0	0	2.16940005	0	0	0	0	0	1.723720191	0	0	0	5.505997577	0	0	7.355114898	0	0	0	0	4.900580148	0	0	0	0	0	0	0	0	0	0	0	2.198666462	0	0	0	0	0	0
DNHD1	6.161137944	0	0	0	0	6.593842236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.343312599	0	0	4.225958953	0	0	0	0	5.950193978	0	0	0	0	0	0	0	0	2.933629368	7.084123273	0	0	2.859944102	0	0	5.577157853	0	0	0	0	0	6.908687568	0	6.723645307	3.297244206	0	0	8.313051341	0	0	0	0	0	0	0	0	1.011787529	0	0	0	0	6.711503656	0	6.112960434	7.920031671	0	0	0	0	0	2.538913253	0	0	0	0	0	0	0	0	0	0	5.743499973	0	0	9.472904005	0	0	0	0
DNM1L	4.517200104	0	0	6.370936483	3.293084001	2.127930512	4.665280892	0	9.280294073	3.525002504	7.589534788	9.409368921	0	3.507113307	5.465041987	5.581548524	0	10.986184177	0	0	4.585286309	0	2.104261737	6.111838936	6.077395789	8.454624965	4.119829828	4.980394522	8.897535215	3.106754407	7.618786053	2.672701318	8.547048305	0	5.408989531	4.243875283	5.350091166	4.931307603	4.548886516	7.874911131	0	2.096925624	8.014126318	8.341748824	6.670924304	7.2117471	5.00722637	7.12799218	3.87904191	0	8.129814833	0	9.184513658	4.07283916	5.792774792	0	3.011940749	0	4.692965893	3.843174828	8.978086949	8.549387426	3.739257797	0	0	8.267980988	0	0	7.397267324	8.573547034	0	0	0	0	2.740792433	5.696003526	0	1.280466942	8.912551208	2.002049771	0	8.839498349	0	0	0	4.968742606	8.241603176	0	1.157346419	5.865999323	3.095158872	8.485666017	0	4.950526053	3.810739773	4.187665177	6.395624289	9.133190913	0	1.769602781
DNM3	0	0	0	0	0	8.941169356	8.197159605	2.070857339	0	6.546911429	0	0	0	0	0	2.294903689	0	4.966287991	0	0	0	0	4.590867664	9.09346942	0	0	0	0	0	8.739469319	0	7.913714064	7.465977771	0	8.024037624	0	0	0	0	0	0	0	0.984887933	0	3.471108497	7.597181792	5.577157853	0	2.146755255	6.966400637	0	0	8.424397219	0	1.260518352	0	0	0	0	7.886102223	2.184038875	0	0	6.906221248	2.334020923	0	0	1.011787528	0	0	0	0	0	5.340035515	0	0	5.954689473	0	0	5.047043777	0	0	3.525807366	0	0	0	0	0	0	0	0	0	7.461491538	0	0	0	0	0	0	0
DNMT1	6.136400601	0.820663308	0	0	5.451304451	5.879184721	5.854812091	8.800865663	5.025286766	2.379786027	6.446657533	6.562449135	0	7.788915393	6.979535844	2.294903689	7.255297245	0	6.134495136	7.47005172	6.589584235	7.846588496	5.835322922	4.117536225	7.249806262	0.79745818	8.885416837	6.893670958	1.737986489	2.603189054	6.879270246	4.098340287	0	0	9.851923798	9.156105486	6.888273727	7.752435187	6.560160733	7.42894426	7.996648823	2.096925624	8.169785164	4.702629166	0	6.071590457	8.323717069	6.548177579	2.973907696	5.854439933	7.419411632	1.595011657	3.078413017	5.284977683	7.205166647	0	7.648381281	3.238791784	0	4.023199544	0	10.092088345	6.64149223	2.16940005	6.554097545	0	0	3.190814484	7.21985616	0	7.693090481	2.378821182	0	9.35057666	2.740792433	6.665312668	6.646154674	6.414835331	7.443522844	1.001366838	2.240480743	5.75292566	6.991124417	7.043249195	7.353947222	0	8.049638874	5.783351164	9.714553162	10.74534081	3.095158872	7.254078612	0	0	3.276286759	5.720881205	4.508308639	1.297359668	0	3.565987407
DNPEP	1.148348456	1.340525649	0	1.536796474	0	0	0	0	0	0	0	5.676519673	3.531402706	0	5.151256187	7.146285	8.353862259	7.250815355	0	0	0	6.215269835	6.135356544	1.897762479	0	0.797458179	0	2.424080483	0	8.507613226	0	6.472676006	0	0	0	0	1.796129418	3.177717425	3.609240698	0	0	0	0	0	0	0	6.676270742	0	0	0	0	0	0	0	1.260518352	1.979459532	4.078917089	0	0	0	0	7.381586832	0	0	3.183355242	0	0	0	8.350504395	0	0	8.021778219	0	0	0	0	0	0	0	0	5.7322049	0	3.525807366	0	7.615511057	0	5.274589086	7.425258489	4.267546614	0	0	0	4.21141314	0	2.417999677	5.246354616	8.404675804	0	6.145699907	8.982455571
DNTTIP2	7.410302105	0	0	0	9.023258537	0	8.156658062	0	2.64638629	9.229190981	7.693348777	8.797176772	0	8.1465584	9.003661536	9.138626534	8.018735961	0	0	0	7.606609158	7.01168791	7.537509589	0	0	0	7.148904419	0	3.729268654	1.822991737	1.402725681	0	0	4.25710137	0	9.272318935	9.322463426	7.905563796	0	6.975419801	9.275090548	0	0	0	0	9.556751216	0	0	8.66370123	8.668027062	7.942903012	1.595011657	4.944267676	7.858583209	8.165624086	8.740795096	9.241231831	0	0	8.868404427	1.470989583	0	9.301681986	2.999409416	9.051245264	9.182255329	0	0	8.984111252	0	0	0.608941194	7.866139631	0	9.237314262	0	9.505609114	0	8.974135417	1.001366838	9.8762673	0	0	7.670136234	8.349531006	0	7.566388374	0	2.2300197	0	0	0	0	0	3.276286759	0	8.332045711	8.979183015	0	8.323154264
DOCK1	0	0	0	0	8.334960009	0	3.189773554	0	0	0	0	0	0	0	2.756210351	0	0	0	0	0	0	5.870999734	0	3.573543303	0	0	0	0	0.663502416	6.970036069	0	0	0	0	0	0	2.235515281	0	7.120790884	0	0	0	0	0	0	0	6.973183643	0	0	0	2.96484144	0	0	0	1.260518353	6.572745747	0	0	0	0	0	0	0	2.16940005	0	0	0	0	0	0	0	0	0	0	0	0	1.18350236	1.280466942	0	9.651985159	0	2.538913253	0	0	0	7.927855954	0	0	8.902138612	0	0	0	0	0	0	0	7.58273216	0	0	7.311329124
DOCK4	4.591882847	0	6.103410512	4.684787091	0	0	0	7.212011728	7.893263117	6.641083451	0	0	0	0	0	6.836797166	0	0	0	0	0	2.495483804	4.131908906	0	3.332261703	7.396897835	0	0	0	0	0	1.481336766	0	0	3.507419705	0	0	0	3.609240698	7.606566389	0	2.096925624	0	5.103748714	0	1.788236698	7.493246681	0	0	0	4.819135956	7.879169503	0	0	2.375026688	0	5.75485177	0	0	0	1.470989582	3.281542646	3.739257797	0	0	4.032343803	0	0	8.153445278	0	0	0	0	2.570013784	3.628627543	0	5.336623427	0	1.795944352	0	2.240480743	0	0	0	0	0	0	0	0	0	0	4.108370201	0	1.135435981	4.199843533	0	0	0	0	0
DOCK7	4.795205895	9.021617113	0	11.566046012	6.927349826	0	3.189773554	4.088040951	0	0	5.206595351	0	7.729643891	5.562685082	0	2.294903689	0	0	0	1.377958486	6.73019818	5.064978383	3.446167559	5.479669395	2.817198129	0	2.0966469	6.600969971	0	0	0	1.481336766	3.259367337	0	7.290762246	0	1.796129419	7.600377702	2.243227219	0	5.188527319	0	0	2.371070345	0	4.674644175	8.822825659	5.563511971	0	7.768802798	4.819135956	3.473117728	3.078413016	7.226782003	2.718804859	8.456440398	7.223000175	3.238791784	0	0	5.894331575	6.4633529	0	2.16940005	0	3.752988172	0	8.660045631	0.915829031	4.83967949	0	7.265057927	6.568562082	5.913076388	0	0	0	5.358147409	1.161057925	0	0	0	0	0	0	4.968742606	5.274589087	6.784418455	0	6.747622004	0	0	6.151789644	0	0	0	0.400507499	0	9.989836295	0
DOCK10	8.491440279	0	0	0	1.174685211	7.605116444	5.85481209	0	4.068921095	0	0	3.928874487	0	0	8.545788635	0	0	4.966287991	0	3.733357125	0	0	0	0	0	6.027002609	2.91729479	0	0	0	0	6.761875531	0	0	3.507419705	0	0	3.177717425	8.519580709	0	4.950940626	2.096925624	0	0	0	0	0	4.593700284	0	0	0	0	7.989779455	0	0	0	3.011940749	8.403443654	0	0	0	7.45515477	0	9.018917056	3.183355242	0	2.339798016	6.449473449	0	0	0.670650541	0	2.571164048	10.259344823	0	0	4.022838218	0	0	1.586784663	0	3.948089857	0	0	6.045187242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.140648012
DOK5	0	0	9.274429661	0	4.400468192	0	0	10.024367998	3.526311855	5.798562285	0	7.987307303	8.830340336	4.332273338	7.275920914	8.237713549	5.425636316	5.943026401	0	0	0	0	0	0	7.669632121	8.615295699	5.211345381	2.424080483	6.329366893	1.822991737	8.314212704	7.022692611	2.402671639	0	0	0	9.341835855	8.196910275	3.609240698	7.226342147	0	8.144175043	0	0	8.508659004	0	0	0	8.920029121	8.089407279	7.360869054	8.812675493	8.806745687	5.857552799	7.862363346	6.659316791	7.758409084	0	0	0	8.161440702	0	3.739257797	2.999409416	0	0	0	0	6.528653352	0	10.300940421	9.351432311	8.117911591	0	0	0	0	9.0217874	0	0	0	0	8.720129664	0	8.198019271	0	6.255832444	7.311992022	0	9.495125904	8.918594085	0	8.527586873	6.631419393	6.527167282	8.081071834	7.462254754	0	9.425246051	7.416813123
DOLK	5.598347351	8.018007725	10.645416972	0	0	0	0	0	0	0	0	0	0	0	7.475756995	0	0	0	8.919936284	0	1.40230849	0.946981398	0	1.89776248	0	0	0	7.305671982	0	0	0	0	0	0	0	0	0	0	0	7.472747623	0	2.096925624	8.786667598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.432964788	0	0	0	0	0	0	0	9.601434949	0	0	0	0	0	0	0	0	10.108221949	9.029036385	0	8.097887758	10.431094564	0	0	0	8.755670132	9.657289614	0	0	0	0	0	0	0	0	0	0	0	0	0	8.496147911	0	0
DOPEY1	0	0	0	0	8.845377802	6.106874408	3.189773554	0	0	3.522365358	0	0	0	0	0	6.985216005	0	0	0	9.949975585	0	0	0	0	0	0	4.930466394	0	0	6.147722193	0	1.481336766	0	4.257101369	0	0	0	8.617304	2.502887387	0	3.996846166	0	0	0	0	0	0	0	0	8.147102951	0	8.305018627	0	0	0	8.942938473	4.68553145	0	7.526571344	0	6.934717459	4.205384873	0	0	0	0	0	0	0	9.496602218	0	0	5.656178109	0	0	0	5.831271709	0	7.161530498	0	0	10.009357391	5.497460125	0	0	4.968742605	0	0	0	0	0	0	0	0	0	3.527720833	0	0	0	0
DPAGT1	0	1.340525649	0	0	0	7.906780866	0	0	0	8.451134532	8.117051694	8.35587856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.460359735	0	0	0	0	0	0	0	7.3152749	0	9.151401091	8.98203193	3.456373457	8.562113786	0	1.626029742	3.471108498	7.951980821	0	0	0	0	0	0	3.078413016	6.884247294	0	0	0	0	6.650515069	0	0	0	0	8.303107912	0	0	9.036280691	0	0	7.550996606	0	0	0	0	0	0	0	9.661624097	8.930938689	0	0	0	0	0	0	7.25333438	0	0	0	0	0	0	0	0	0	0	0	0	8.08742313	0
DPCD	0	0	0	0	0	0	0	0	0	0	0	6.973665471	0	6.914678944	5.906913897	0	6.564538719	4.966287991	6.324570976	0	0	0	0	0	0	0	0	0	0	0	7.202775917	7.77895057	0	0	0	0	0	0	6.092162916	0	0	0	0	0	0	0	7.554313552	0	2.146755255	7.135043221	0	0	0	7.477999314	2.996224273	7.267344475	0	0	0	0.966216844	5.610204947	0	0	7.065419256	7.951676889	7.621137072	0	0	0	0	0	7.087047452	0	0	0	0	3.32750987	0	0	1.001366837	0	0	0	0	0	0	0	4.355252428	0	0	0	0	0	0	0	0	0	0	6.718239109	0
DPF2	8.39044845	8.791513602	0	0	5.365900998	8.6742868	10.252312532	0	0	5.427805751	8.372979629	9.254723752	0	4.592890522	8.356072933	7.433938749	9.3373225	5.9430264	8.801547069	0	9.089882327	0.946981397	8.44077182	7.101370727	7.924319132	0	0	5.167315626	8.688830348	5.087286278	8.062472758	3.938905425	9.114075729	0	3.507419704	0	9.141634376	1.880847864	9.022651908	8.114973387	0	8.727436684	6.217947378	4.58212625	6.670924304	0	5.007226369	9.534624966	6.998278564	7.945574828	8.198288001	0	8.392781674	0	6.145492072	9.678212783	8.49034663	0	0	0	8.170342722	6.599369315	9.895271058	7.400208458	7.828814691	0	2.339798015	4.723023217	7.882416972	0	8.065537578	0	9.394961415	5.971012077	9.69856332	4.315953019	8.038275056	0	9.04337443	8.740818247	6.768724329	0	6.221594616	0	0	0	0	0	8.320535219	9.03644379	0	1.4881811	0	3.941312271	0	0	0	0	0.864880994	0
DPF3	0	2.484732918	7.946116434	2.263932843	0	5.451710763	0	0	0	6.33784154	9.222515895	9.148482482	3.531402706	3.402171713	8.448114746	3.669212411	2.080428694	0	0	8.343854935	7.031396455	0.946981397	8.119881332	0	7.977215788	5.54714897	6.633928711	7.777047582	0	8.290900795	9.154378202	3.030034583	6.919564304	0	0	8.63742356	6.975905938	0	0	3.835984776	0	2.917610406	4.614699811	1.626029742	0	7.100061273	8.609210515	9.367753846	0	5.977891385	8.578237469	3.473117728	6.373566839	6.676700893	6.145492072	6.527430873	0	8.29131435	0	0	0	7.381586832	0	6.218502609	5.059039114	0	0	0	0	6.429719566	0	0	7.866139631	0	5.350165432	8.189103474	0	0	0	0	0	0	0	0	0	0	0	4.106247116	0	0	0	0	4.211413141	0	8.903497667	0	1.831786973	5.907860674	7.73936251	0
DPH2	7.82063214	0	0	0	7.328175814	9.061524121	0	0	2.64638629	0	8.059929166	0	0	7.051094992	0	8.462089578	0	0	0	0	0	0	0	0	0	0	0	9.237515498	0.663502416	0	0	0	0	0	0	0	7.359394493	0	0	0	0	8.875747495	0.984887933	0	0	0	0	0	0	0	0	0	9.45327819	0	0	0	5.11127423	0	5.476216362	0	0	0	0	6.628688467	7.607479468	0	3.189766874	0	0	0	9.109958122	0	9.318842108	0	5.538382684	8.72483145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.787607654	0	0	0	9.496160698	8.617508191	0	0	0	0
DPH3	0	0	0	8.794572961	5.019519781	2.5924438	3.189773553	0	0	7.211020379	0	0	0	8.449475025	0	0	0	11.259822057	0	0	0	0	0	0	4.96530473	0	0	6.945704986	6.630800098	0	0	0	8.149725653	0	0	0	3.445129394	3.177717425	0	0	0	0	0	0	4.966623301	2.226782027	0	0	0	0	4.421033927	0	3.078413016	5.029324973	0	8.583642883	5.317075585	0	0	0	7.939887853	0	0	0	0	0	0	0	0	0	0	8.930158673	0	8.179321119	0	0	0	0	0	0	10.151386037	0	0	7.048320697	0	0	0	4.809310834	0	7.252638686	3.095158871	0	0	0	0	9.457818483	6.673997332	0	0	0
DPH5	0	0	0	8.685530002	1.632230261	0	0	2.07085734	0	0	0	7.936333868	0	7.757351492	6.648096006	4.055616427	0	0	0	0	0	7.969170927	5.560619395	1.89776248	6.697866767	0	0	2.424080483	7.981115788	0	0	7.755213302	7.964013048	0	3.507419705	0	0	0	0	1.219128293	0	7.527994539	0.984887933	8.255723076	8.197670803	0	0	0	4.181224641	0	6.369619183	0	0	2.058562562	0	8.538674369	0	0	0	0	0	0	3.739257797	0	0	6.481167225	3.189766874	0	8.223593305	0	8.685458961	0	8.143355571	0	0	0	0	7.002214778	0	0	2.240480743	0	8.100482192	0	0	0	0	8.257333556	0	0	0	0	5.743499973	0	0	8.157757032	1.882747165	0	2.920200955	8.323154264
DPM1	7.699204588	0	0	0	0	0	3.189773554	7.751485823	0	0	0	6.860439445	0	6.914678945	5.316663366	0	0	4.966287991	7.365856178	0	0	4.068085263	6.904387285	8.506225479	0	0	6.056211272	0	6.487941808	0	4.373514379	7.389418885	5.826334722	0	0	0	1.796129419	6.198468394	4.762447043	8.142355935	5.354269821	0	7.69768118	0	0	0	6.43782517	0	7.691383567	6.594317241	0	0	3.078413016	2.874092831	2.996224273	0	0	6.098458674	0	0	6.485523235	4.764041074	0	2.16940005	2.334020924	2.275212361	7.701675166	0	6.336261278	0	0	8.125795352	0	8.965072147	4.174176418	7.420011166	5.924810661	0	0	0	0	2.538913253	3.525807366	0	0	0	0	0	6.835457391	0	8.849478037	0	8.383608426	7.290852178	0	6.545296315	0	0	4.31377965	0
DPM2	0	8.285792668	0	0	6.971384714	4.00841374	0	0	0	0	0	0	0	7.987885992	6.130813631	7.645786864	2.080428694	0	0	0	6.349061893	0	0	0	0	0	0	6.600969971	1.116262585	0	0	0	6.57488752	0	0	0	6.159404441	6.089007817	0	0	0	8.093134029	7.099118222	7.560685599	0	6.399742679	0	6.357733132	0	0	0	0	0	6.58453133	5.422049347	0	1.468125588	0	0	0	0	7.135280579	3.739257796	0	0	5.670414208	0	0	8.477951757	0	7.360488937	7.047504268	7.56094205	0	0	0	0	0	7.617076061	5.86066631	7.857880211	0	0	8.292136235	7.353947222	0	0	6.893430416	7.239523016	7.468129405	7.508516933	7.033260503	0	0	0	0	0	6.355917619	7.445188459	0
DPP4	0	0	3.243285348	0	0	0	0	6.28230459	0	0	1.763461848	0	0	0	0	7.90291742	0	0	8.439900491	0	0	0	0	0	5.942027151	0	0	0	0	0	0	0	0	0	0	0	0	0	3.609240698	0	0	3.437481227	0	0	5.37007959	0	0	0	0	0	0	0	0	0	1.260518352	0	0	0	0	0	4.875481078	0	0	4.671776844	3.714384018	0	2.339798015	0	0	0	0	9.155453772	0	2.570013783	4.878817012	8.079869183	0	0	0	0	0	0	0	0	0	8.924890655	0	0	0	0	0	0	0	0	9.016727848	0	1.188963352	0	0	0
DPP6	0	10.196372611	0	1.536796475	5.019519781	7.014527852	8.348671047	6.647346804	8.665672473	9.557698391	7.515928377	8.307326556	6.4178755	7.34807082	5.417258198	7.46617481	0	7.250815356	0	2.350499668	0	8.819948151	0	6.507310856	9.333387464	7.2715708	6.373796698	0	4.535373859	5.288067711	8.140191205	8.482293968	8.703619961	0	7.470250113	0	7.599050313	5.623295052	0	8.079997755	8.891460505	7.245899851	9.754285551	0	6.520493553	0	9.471483495	5.563511971	8.068283588	8.244983109	0	6.584745634	0	6.380391304	4.455312153	4.433238076	5.43958757	0	9.792528415	8.527994273	6.017839778	7.525152546	0	6.408723906	5.50661951	3.117924008	0	5.23230331	8.215009075	0	8.60880259	8.212635141	3.444372193	7.313071968	4.569095825	8.349355399	1.824788171	5.306982111	0	1.001366838	0	0	0	0	0	7.25333438	5.274589087	0	0	7.131482668	0	0	0	0	3.276286758	6.805753922	8.699343119	5.760466119	8.484691621	3.565987407
